,time,open,high,low,close,volume,RSI,Real Lower Band,Real Middle Band,Real Upper Band,MACD,MACD_Hist,MACD_Signal
190,2021-04-27,304.28,305.34,301.11,303.57,15309256,56.4675,287.4566,300.3071,313.1576,4.5479,-1.7854,6.3333
191,2021-04-26,303.3396,305.8,301.56,303.04,16172593,56.0003,285.8515,299.9636,314.0757,4.8047,-1.975,6.7797
192,2021-04-23,298.76,302.59,297.15,301.13,17559498,54.3613,282.9259,299.6398,316.3537,5.1165,-2.1569,7.2734
193,2021-04-22,301.33,302.92,296.04,296.52,16375350,50.2039,279.8036,299.4829,319.1623,5.6346,-2.1781,7.8127
194,2021-04-21,301.945,301.98,297.39,301.47,14863474,55.2191,278.4692,299.7948,321.1205,6.6832,-1.674,8.3572
195,2021-04-20,301.99,305.1,297.21,302.65,16796442,56.4678,277.8516,299.6185,321.3854,7.4204,-1.3552,8.7757
196,2021-04-19,305.007,307.7,300.56,302.24,14553507,56.1479,277.3788,299.2994,321.2199,8.1333,-0.9811,9.1145
197,2021-04-16,308.17,308.95,304.61,306.18,13059163,60.0885,276.7146,298.9898,321.2651,8.9667,-0.3931,9.3598
198,2021-04-15,306.34,310.14,304.1,307.82,14558273,61.764,274.5164,298.233,321.9496,9.4988,0.0408,9.458
199,2021-04-14,307.3,308.03,301.95,302.82,17421393,58.4871,273.2646,297.2238,321.183,9.8728,0.4249,9.4479
200,2021-04-13,312.21,314.428,309.32,309.76,14036927,65.7497,271.7322,296.6348,321.5373,10.7156,1.374,9.3416
201,2021-04-12,311.05,312.15,307.93,311.54,10881935,67.7535,269.5811,295.2531,320.9252,10.9289,1.9308,8.9981
202,2021-04-09,311.4,314.74,310.33,312.46,15988568,68.7592,267.0372,293.5387,320.0403,10.8609,2.3455,8.5154
203,2021-04-08,314.85,315.88,310.05,313.02,20894148,69.3409,265.8541,291.547,317.24,10.5225,2.5935,7.929
204,2021-04-07,306.34,314.25,305.5,313.09,22855241,69.4091,263.8545,289.2867,314.7189,9.8805,2.5999,7.2807
205,2021-04-06,308.8365,311.35,305.25,306.26,17335246,66.4182,262.7009,286.7811,310.8614,8.9103,2.2795,6.6307
206,2021-04-05,300.89,310.765,300.68,308.91,28237006,68.8432,259.5588,284.7307,309.9026,8.2376,2.1768,6.0608
207,2021-04-01,298.4,302.4,296.6,298.66,17615980,64.1408,259.0696,282.1855,305.3015,6.9895,1.4729,5.5166
208,2021-03-31,289.99,296.5,288.61,294.53,19498157,61.9947,257.0734,280.4514,303.8293,6.3384,1.19,5.1484
209,2021-03-30,289.83,292.47,286.7,288.0,17474537,58.3336,254.9578,278.9694,302.981,5.8357,0.9848,4.8509
